,edges,edge_labels,query_edge,query_label
43961,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43962,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43963,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43964,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'TPPI', 'EQ']","(0, 4)",NTPPI
43965,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43966,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43967,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43968,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43969,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'EQ', 'TPPI']","(0, 4)",NTPPI
43970,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43971,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43972,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43973,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43974,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43975,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43976,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43977,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43978,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43979,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'TPPI']","(0, 4)",NTPPI
43980,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43981,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43982,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'EQ', 'TPPI']","(0, 4)",NTPPI
43983,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43984,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43985,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43986,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43987,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43988,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43989,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43990,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43991,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43992,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43993,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43994,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43995,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43996,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43997,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43998,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43999,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
44000,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44001,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44002,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44003,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44004,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44005,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44006,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44007,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44008,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44009,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44010,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44011,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44012,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44013,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44014,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44015,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44016,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44017,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44018,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44019,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44020,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44021,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44022,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44023,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44024,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44025,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44026,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44027,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44028,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44029,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44030,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44031,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44032,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44033,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44034,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44035,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44036,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44037,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44038,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44039,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44040,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44041,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44042,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44043,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44044,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44045,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44046,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44047,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44048,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44049,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44050,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44051,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44052,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44053,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44054,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44055,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44056,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44057,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44058,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44059,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44060,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44061,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44062,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44063,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44064,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44065,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44066,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44067,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44068,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44069,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44070,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44071,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44072,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44073,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44074,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44075,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44076,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44077,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44078,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44079,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44080,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44081,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44082,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44083,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44084,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44085,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44086,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44087,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44088,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44089,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44090,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44091,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44092,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44093,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44094,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44095,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44096,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44097,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44098,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44099,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44100,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44101,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44102,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44103,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44104,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44105,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44106,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44107,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44108,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44109,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44110,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44111,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44112,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44113,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44114,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44115,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44116,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44117,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44118,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44119,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44120,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44121,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44122,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44123,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44124,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44125,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44126,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44127,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44128,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44129,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44130,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44131,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44132,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44133,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44134,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44135,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44136,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44137,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44138,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44139,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44140,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44141,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44142,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44143,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44144,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44145,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44146,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44147,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44148,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44149,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44150,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44151,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44152,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44153,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44154,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44155,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44156,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44157,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44158,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44159,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44160,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44161,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44162,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44163,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44164,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44165,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44166,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44167,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
44168,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'EQ']","(0, 4)",EQ
